Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"33121729","2","","20824558","2015-10-14 09:36:17","","1","","<p>Just to add to what others have said.</p>

<p>Using brackets around the return value is valid JavaScript, but mostly a bad thing to do.</p>

<p>Mostly bad because it doesn't add anything yet increases the size of the JavaScript which means that there is more to download to the browser. Yes most people have fast broadband connections, but don't lose sight of the fact that everything you put in the JavaScript file needs to be downloaded so avoid unnecessary code bloat. This probably doesn't matter if you use a tool to compact your code (minifier has already been mentioned), but not everyone does.</p>

<p>Sometimes it might aid readability. Hard pressed to think of an example in this case, but if the use of brackets makes your JavaScript clearer to you as the developer and thus easier to maintain then use them - even if it goes against what I said about code bloat.</p>
","3165219","","55900","","2017-04-25 15:20:38","2017-04-25 15:20:38","","","","0","","",""
"33275647","2","","2003505","2015-10-22 07:38:48","","79","","<p>Now you can do it with the <a href=""https://desktop.github.com/"">GitHub Desktop</a> app.</p>

<p>After launching the app</p>

<ol>
<li>Click on the project containing the branch</li>
<li>Switch to the branch you would like to delete <a href=""https://i.stack.imgur.com/c0ged.png""><img src=""https://i.stack.imgur.com/c0ged.png"" alt=""switching branch""></a></li>
<li>From the ""Branch"" menu, select, ""Unpublish..."", to have the branch deleted from the GitHub servers. <a href=""https://i.stack.imgur.com/1u8oS.png""><img src=""https://i.stack.imgur.com/1u8oS.png"" alt=""unpublish branch""></a></li>
<li>From the ""Branch"" menu, select, 'Delete ""<em>branch_name</em>""...', to have the branch deleted off of your local machine (aka the machine you are currently working on) <a href=""https://i.stack.imgur.com/TTuLO.png""><img src=""https://i.stack.imgur.com/TTuLO.png"" alt=""delete local branch""></a></li>
</ol>
","473290","","473290","","2016-12-16 03:58:50","2016-12-16 03:58:50","","","","3","","",""
"33392807","2","","2373074","2015-10-28 13:48:28","","7","","<p>Actually, the best way is the way Google recommends. Double quotes:
<a href=""https://google.github.io/styleguide/htmlcssguide.xml?showone=HTML_Quotation_Marks#HTML_Quotation_Marks"" rel=""noreferrer"">https://google.github.io/styleguide/htmlcssguide.xml?showone=HTML_Quotation_Marks#HTML_Quotation_Marks</a></p>

<p>See <a href=""https://google.github.io/styleguide/htmlcssguide.xml?showone=HTML_Validity#HTML_Validity"" rel=""noreferrer"">https://google.github.io/styleguide/htmlcssguide.xml?showone=HTML_Validity#HTML_Validity</a>
Quoted Advice from Google: ""Using valid HTML is a measurable baseline quality attribute that contributes to learning about technical requirements and constraints, and that ensures proper HTML usage.""</p>
","5498556","","","","","2015-10-28 13:48:28","","","","3","","",""
"33436213","2","","2003505","2015-10-30 12:39:44","","90","","<p><a href=""http://www.git-tower.com/learn/git/ebook/command-line/remote-repositories/deleting-branches"">Deleting Branches</a></p>

<blockquote>
  <p>Let's assume our work on branch ""contact-form"" is done and we've already integrated it into ""master"". Since we don't need it anymore, we can delete it (locally):</p>

<pre><code>$ git branch -d contact-form
</code></pre>
</blockquote>

<p>And for deleting the remote branch:</p>

<pre><code>git push origin --delete contact-form
</code></pre>
","1639385","","1639385","","2015-11-18 19:51:13","2015-11-18 19:51:13","","","","0","","",""
"33496863","2","","9461621","2015-11-03 10:32:50","","3","","<p>You can use the <a href=""https://www.npmjs.com/package/d3-format"" rel=""nofollow"">d3-format</a> package modeled after Python Advanced String Formatting <a href=""https://www.python.org/dev/peps/pep-3101/"" rel=""nofollow"">PEP3101</a> :</p>

<pre><code>var f = require('d3-format')
console.log(f.format('.2s')(2500)) // displays ""2.5k""
</code></pre>
","219265","","","","","2015-11-03 10:32:50","","","","1","","",""
"33718996","2","","5767325","2015-11-15 11:09:02","","2","","<p>The following method will remove all entries of a given value from an array without creating a new array and with only one iteration which is <em>superfast</em>. And it works in ancient <a href=""https://en.wikipedia.org/wiki/Internet_Explorer_5"" rel=""nofollow"">Internet&nbsp;Explorer 5.5</a> browser:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function removeFromArray(arr, removeValue) {
  for (var i = 0, k = 0, len = arr.length &gt;&gt;&gt; 0; i &lt; len; i++) {
    if (k &gt; 0)
      arr[i - k] = arr[i];

    if (arr[i] === removeValue)
      k++;
  }

  for (; k--;)
    arr.pop();
}

var a = [0, 1, 0, 2, 0, 3];

document.getElementById('code').innerHTML =
  'Initial array [' + a.join(', ') + ']';
//Initial array [0, 1, 0, 2, 0, 3]

removeFromArray(a, 0);

document.getElementById('code').innerHTML +=
  '&lt;br&gt;Resulting array [' + a.join(', ') + ']';
//Resulting array [1, 2, 3]</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;code id=""code""&gt;&lt;/code&gt;</code></pre>
</div>
</div>
</p>
","2676500","","63550","","2016-06-25 13:07:14","2016-06-25 13:07:14","","","","2","","",""
"34544089","2","","2003505","2015-12-31 09:22:52","","86","","<p>Delete remote branch</p>

<p><code>git push origin :&lt;branchname&gt;</code></p>

<p>Delete local branch</p>

<p><code>git branch -D &lt;branchname&gt;</code></p>

<p>Delete local branch steps:</p>

<ol>
<li>checkout to another branch</li>
<li>delete local branch</li>
</ol>
","1116453","","1116453","","2016-02-19 18:05:46","2016-02-19 18:05:46","","","","2","","",""
"34581636","2","","2003505","2016-01-03 21:08:43","","112","","<p>To delete your branch locally and remotely </p>

<ul>
<li><p>Checkout to master branch -  <code>git checkout master</code></p></li>
<li><p>Delete your remote branch - <code>git push origin --delete &lt;branch-name&gt;</code></p></li>
<li><p>Delete your local branch - <code>git branch --delete &lt;branch-name&gt;</code></p></li>
</ul>
","5733263","","3448527","","2017-12-13 22:10:51","2017-12-13 22:10:51","","","","0","","",""
"34643199","2","","20824558","2016-01-06 21:33:01","","75","","<p>Using parentheses when returning is necessary if you want to <strong>write your return statement over several lines</strong>.</p>

<p><code>React.js</code> offers a useful example. In the return statement of the <code>render</code> property in a component you usually want to spread the JSX you return over several lines for readability reasons, e.g.:</p>

<pre><code>render: function() {
    return (
        &lt;div className=""foo""&gt;
            &lt;h1&gt;Headline&lt;/h1&gt;
            &lt;MyComponent data={this.state.data} /&gt;
        &lt;/div&gt;
    );
}
</code></pre>

<p>Without parentheses it results in an error!</p>

<hr>

<p>More generally, not using parentheses when spreading a return statement over several lines will result in an error. The following example will <strong>execute properly</strong>:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>var foo = function() {
  var x = 3;
  return (
    x 
    + 
    1
  );
};
console.log(foo());</code></pre>
</div>
</div>
</p>

<p>Whereas the following (without the parentheses) will <strong>throw errors</strong>:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>var foo = function() {
  var x = 3;
  return 
    x 
    + 
    1
  ;
};
console.log(foo());</code></pre>
</div>
</div>
</p>
","3210677","","6901668","","2017-08-28 02:08:56","2017-08-28 02:08:56","","","","1","","",""
"34706021","2","","5767325","2016-01-10 13:36:44","","3","","<p>Remove last occurrence or all occurrences, or first occurrence?  </p>

<pre><code>var array = [2, 5, 9, 5];

// Remove last occurrence (or all occurrences)
for (var i = array.length; i--;) {
  if (array[i] === 5) {
     array.splice(i, 1);
     break; // Remove this line to remove all occurrences
  }
}
</code></pre>

<p>or</p>

<pre><code>var array = [2, 5, 9, 5];

// Remove first occurrence
for (var i = 0; array.length; i++) {
  if (array[i] === 5) {
     array.splice(i, 1);
     break; // Do not remove this line
  }
}
</code></pre>
","834398","","63550","","2016-06-25 13:05:29","2016-06-25 13:05:29","","","","0","","",""
"35080385","2","","5767325","2016-01-29 08:53:49","","5","","<p>By my solution you can remove one or more than one item in an array thanks to pure JavaScript. There is no need for another JavaScript library.</p>

<pre><code>var myArray = [1,2,3,4,5]; // First array

var removeItem = function(array,value) {  // My clear function
    if(Array.isArray(value)) {  // For multi remove
        for(var i = array.length - 1; i &gt;= 0; i--) {
            for(var j = value.length - 1; j &gt;= 0; j--) {
                if(array[i] === value[j]) {
                    array.splice(i, 1);
                };
            }
        }
    }
    else { // For single remove
        for(var i = array.length - 1; i &gt;= 0; i--) {
            if(array[i] === value) {
                array.splice(i, 1);
            }
        }
    }
}

removeItem(myArray,[1,4]); // myArray will be [2,3,5]
</code></pre>
","4766521","","63550","","2016-06-25 13:04:50","2016-06-25 13:04:50","","","","0","","",""
"35213755","2","","2003505","2016-02-04 23:34:40","","31","","<p>An alternative option to the command line for deleting remote branches is the <strong>GitHub branches page</strong>.</p>

<p>See for example: <a href=""https://github.com/angular/angular.js/branches"" rel=""noreferrer"">https://github.com/angular/angular.js/branches</a></p>

<p>Found in the <code>Code</code> -> <code>Branches</code> page of a GitHub repository.</p>

<p>I generally prefer command line myself but this <strong>GitHub page shows you lots more information</strong> about the branches, such as <strong>last updated date and user</strong>, and <strong>number of commits ahead and behind</strong>. It is useful when dealing with a large number of branches.</p>
","958584","","63550","","2016-06-25 12:53:20","2016-06-25 12:53:20","","","","0","","",""
"35324551","2","","2003505","2016-02-10 19:47:36","","49","","<p>I got sick of googling for this answer, so I took a similar approach
to <a href=""https://stackoverflow.com/a/15775364/551436"">the answer that crizCraig posted</a> earlier.</p>

<p>Added the following to my Bash profile:</p>

<pre><code>function gitdelete(){
    git push origin --delete $1
    git branch -D $1
}
</code></pre>

<p>Then every time I'm done with a branch (merged into <code>master</code>, for example) I run the following in my terminal:</p>

<pre><code>gitdelete my-branch-name
</code></pre>

<p>...which then deletes <code>my-branch-name</code> from <code>origin</code> as as well as locally.</p>
","551436","","-1","","2017-05-23 12:34:58","2016-06-25 12:55:37","","","","2","","",""
"36540678","2","","5767325","2016-04-11 05:47:16","","6","","<p><strong>Vanilla JavaScript (ES5.1) – <em>in place</em> edition</strong></p>

<p><em>Browser support: <a href=""http://en.wikipedia.org/wiki/Internet_Explorer_9"" rel=""nofollow noreferrer"">Internet&nbsp;Explorer&nbsp;9</a> or later (<a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/lastIndexOf#Browser_compatibility"" rel=""nofollow noreferrer"">detailed browser support</a>)</em></p>

<pre><code>/**
 * Removes all occurences of the item from the array.
 *
 * Modifies the array “in place”, i.e. the array passed as an argument
 * is modified as opposed to creating a new array. Also returns the modified
 * array for your convenience.
 */
function removeInPlace(array, item) {
    var foundIndex, fromIndex;

    // Look for the item (the item can have multiple indices)
    fromIndex = array.length - 1;
    foundIndex = array.lastIndexOf(item, fromIndex);

    while (foundIndex !== -1) {
        // Remove the item (in place)
        array.splice(foundIndex, 1);

        // Bookkeeping
        fromIndex = foundIndex - 1;
        foundIndex = array.lastIndexOf(item, fromIndex);
    }

    // Return the modified array
    return array;
}
</code></pre>

<p><strong>Vanilla JavaScript (ES5.1) – <em>immutable</em> edition</strong></p>

<p><em>Browser support: Same as vanilla JavaScript in place edition</em></p>

<pre><code>/**
 * Removes all occurences of the item from the array.
 *
 * Returns a new array with all the items of the original array except
 * the specified item.
 */
function remove(array, item) {
    var arrayCopy;

    arrayCopy = array.slice();

    return removeInPlace(arrayCopy, item);
}
</code></pre>

<p><strong>Vanilla ES6 – <em>immutable</em> edition</strong></p>

<p><em>Browser support: Chrome 46, Edge 12, Firefox 16, Opera 37, Safari 8 (<a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Spread_operator#Browser_compatibility"" rel=""nofollow noreferrer"">detailed browser support</a>)</em></p>

<pre><code>/**
 * Removes all occurences of the item from the array.
 *
 * Returns a new array with all the items of the original array except
 * the specified item.
 */
function remove(array, item) {
    // Copy the array
    array = [...array];

    // Look for the item (the item can have multiple indices)
    let fromIndex = array.length - 1;
    let foundIndex = array.lastIndexOf(item, fromIndex);

    while (foundIndex !== -1) {
        // Remove the item by generating a new array without it
        array = [
            ...array.slice(0, foundIndex),
            ...array.slice(foundIndex + 1),
        ];

        // Bookkeeping
        fromIndex = foundIndex - 1;
        foundIndex = array.lastIndexOf(item, fromIndex)
    }

    // Return the new array
    return array;
}
</code></pre>
","1071200","","1071200","","2017-12-28 21:07:53","2017-12-28 21:07:53","","","","0","","",""
"36980415","2","","2003505","2016-05-02 10:37:11","","30","","<p>I also had similar issues, and this seems to work:
This deletes local branch.
<code>git branch -d the_local_branch</code></p>

<p>This removes remote branch
<code>git push origin :the_remote_branch</code></p>

<p><a href=""http://makandracards.com/makandra/621-git-delete-a-branch-local-or-remote"" rel=""noreferrer"">Source: Makandra Cards</a></p>
","3509197","","","","","2016-05-02 10:37:11","","","","0","","",""
"37356297","2","","2003505","2016-05-20 21:42:57","","45","","<p>Before executing</p>

<pre><code>git branch --delete &lt;branch&gt;
</code></pre>

<p>make sure you determine first what the EXACT name of the remote branch is by executing:</p>

<pre><code>git ls-remote
</code></pre>

<p>This will tell you what to enter EXACTLY for <code>&lt;branch&gt;</code> value. (<code>branch</code> is case sensitive!)</p>
","3256123","","63550","","2016-06-25 12:56:09","2016-06-25 12:56:09","","","","0","","",""
"37358787","2","","5767325","2016-05-21 04:08:44","","0","","<pre><code>Array.prototype.remove = function(x) {
    var y=this.slice(x+1);
    var z=[];
    for(i=0;i&lt;=x-1;i++) {
        z[z.length] = this[i];
    }

    for(i=0;i&lt;y.length;i++){
        z[z.length]=y[i];
    }

    return z;
}
</code></pre>
","","user4109793","3626701","","2016-05-22 20:55:49","2016-05-22 20:55:49","","","","0","","",""
"38071922","2","","5767325","2016-06-28 09:13:02","","4","","<p>Use <a href=""http://api.jquery.com/jquery.grep/"" rel=""nofollow noreferrer"">jQuery.grep()</a>:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>var y = [1, 2, 3, 9, 4]
var removeItem = 9;

y = jQuery.grep(y, function(value) {
  return value != removeItem;
});
console.log(y)</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;script src=""https://ajax.googleapis.com/ajax/libs/jquery/1.12.2/jquery.min.js""&gt;&lt;/script&gt;</code></pre>
</div>
</div>
</p>
","6011619","","63550","","2017-09-23 23:47:44","2017-09-23 23:47:44","","","","1","","",""
"38723094","2","","38713405","2016-08-02 14:22:10","","1467","","<p>I assume you're using the file browser located within the sidebar in Visual Studio Code to open files. If you're not, this answer will likely not be of any use to you.</p>

<p>When you [single-]click a file in the sidebar, Visual Studio Code opens it in what's called ""Preview Mode"", which allows you to quickly <strong>view</strong> files.</p>

<p>Preview Mode tabs are not kept open. As soon as you go to open another file from the sidebar, the existing Preview Mode tab (if one exists) is used. You can determine if a tab is in Preview Mode, by looking at its title in the tab bar. If the title is <em>italic</em>, the tab is in preview mode.</p>

<p>To open a file for editing (i.e. don't open in Preview Mode), double-click on the file in the sidebar.</p>

<p>If you want to disable Preview Mode all together, you can do so by setting <code>""workbench.editor.enablePreview"": false</code> in your settings file. Also make note of the <code>""workbench.editor.enablePreviewFromQuickOpen""</code> option, in case you're looking to disable this only from quick open menu.</p>

<p>Before you can disable Preview Mode, you'll need to open your <a href=""https://code.visualstudio.com/docs/customization/userandworkspace#_settings-file-locations"" rel=""noreferrer"">Settings File</a>.</p>

<p><strong>Pro Tip</strong>: You can use the <a href=""https://code.visualstudio.com/docs/editor/codebasics#_command-palette"" rel=""noreferrer"">Command Palette</a> to open your settings file, just enter ""<code>Preferences: Open User Settings</code>""!</p>

<p>Once you've opened your settings file (<em>your</em> settings file should be located on the right), add the <code>""workbench.editor.enablePreview""</code> property, and set its value to <code>false</code>.</p>

<p>You can learn more about Visual Studio Code's ""Preview Mode"", <a href=""https://code.visualstudio.com/docs/editor/tabs#_preview-mode"" rel=""noreferrer"">here</a>.</p>
","6052290","","712558","","2019-02-08 17:39:54","2019-02-08 17:39:54","","","","4","","",""
"38730739","2","","5209814","2016-08-02 21:26:36","","11","","<p>I know this is super old but after not finding the (pure CSS) answer I was looking for I came up with this solution (partially abstracted from <a href=""http://www.medium.com"" rel=""noreferrer"">medium.com</a>) and thought it might help others looking to do the same thing. </p>

<p>If you combine @DuckMaestro's answers you can position an element fixed relative to a parent (actually grandparent). Use <code>position: absolute;</code> to position an element inside a parent with <code>position: relative;</code> and then <code>position: fixed;</code> on an element inside the absolute positioned element like so:</p>

<h2>HTML</h2>

<pre class=""lang-html prettyprint-override""><code>&lt;div class=""relative""&gt;
  &lt;div class=""absolute""&gt;
    &lt;a class=""fixed-feedback""&gt;This element will be fixed&lt;/a&gt;
  &lt;/div&gt;
&lt;/div&gt;
</code></pre>

<h2>CSS</h2>

<pre class=""lang-css prettyprint-override""><code>.relative {
  margin: 0 auto;
  position: relative;
  width: 300px;
}

.absolute {
  position: absolute;
  right: 0;
  top: 0;
  width: 50px;
}

.fixed-feedback {
  position: fixed;
  top: 120px;
  width: 50px;
}
</code></pre>

<p><a href=""http://codepen.io/whancock_/pen/AXPVdO"" rel=""noreferrer"">EXAMPLE</a></p>

<p>Like @JonAdams said, the definition of <code>position: fixed</code> requires the element to be positioned relative to the viewport but you can get around the horizontal aspect of that using this solution. </p>

<p>Note: This is different than just setting a <code>right</code> or <code>left</code> value on the fixed element because that would cause it to move horizontally when a window is resized. </p>
","4422060","","","","","2016-08-02 21:26:36","","","","3","","",""
"38776671","2","","2003505","2016-08-04 20:15:22","","27","","<p>There are good answer, but, in case that you have a ton of branches, deleting them one by one locally and remotly, would be a tedious tasks. You can use this script to automate this tasks. </p>

<pre><code>branch_not_delete=( ""master"" ""develop"" ""our-branch-1"" ""our-branch-2"")


for branch in `git branch -a | grep remotes | grep -v HEAD | grep -v master`; do

    # delete prefix remotes/origin/ from branch name
    branch_name=""$(awk '{gsub(""remotes/origin/"", """");print}' &lt;&lt;&lt; $branch)""

    if ! [[ "" ${branch_not_delete[*]} "" == *"" $branch_name ""* ]]; then
        # delete branch remotly and locally
        git push origin :$branch_name
    fi
done 
</code></pre>

<ul>
<li>List the branches that you don't want to delete</li>
<li>Iterate over remotes branch and if they aren't in our ""preserve list"", we deleted. </li>
</ul>

<p>Source: <a href=""http://levipy.com/removing-git-branches-at-once/"">removing-git-branches-at-once</a></p>
","1539655","","","","","2016-08-04 20:15:22","","","","0","","",""
"38796408","2","","5209814","2016-08-05 19:19:05","","34","","<h1>2016 Update</h1>

<p>It's now possible in modern browsers to position an element fixed relative to its container. An element that has a transform property acts as the viewport for any of its fixed position child elements.   </p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>.context {
  width: 300px;
  height: 250px;
  margin: 100px;
  transform: translateZ(0);
}
.viewport {
  width: 100%;
  height: 100%;
  border: 1px solid black;
  overflow: scroll;
}
.centered {
  position: fixed;
  left: 50%;
  bottom: 15px;
  transform: translateX(-50%);
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;div class=""context""&gt;
  &lt;div class=""viewport""&gt;
    &lt;div class=""canvas""&gt;

      &lt;table&gt;
        &lt;tr&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
        &lt;/tr&gt;
        &lt;tr&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
        &lt;/tr&gt;

        &lt;tr&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
        &lt;/tr&gt;

        &lt;tr&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
          &lt;td&gt;stuff&lt;/td&gt;
        &lt;/tr&gt;
      &lt;/table&gt;

      &lt;button class=""centered""&gt;OK&lt;/button&gt;

    &lt;/div&gt;
  &lt;/div&gt;
&lt;/div&gt;</code></pre>
</div>
</div>
</p>
","437","","437","","2017-03-02 14:35:46","2017-03-02 14:35:46","","","","7","","",""
"38923942","2","","5767325","2016-08-12 17:59:37","","5","","<p>I made a fairly efficient extension to the base JavaScript array:</p>

<pre><code>Array.prototype.drop = function(k) {
  var valueIndex = this.indexOf(k);
  while(valueIndex &gt; -1) {
    this.removeAt(valueIndex);
    valueIndex = this.indexOf(k);
  }
};
</code></pre>
","1641480","","63550","","2017-09-23 23:47:22","2017-09-23 23:47:22","","","","2","","",""
"39119073","2","","2831059","2016-08-24 09:11:40","","13","","<p>in rails 5 you can use this command in the terminal:</p>

<pre><code>rails generate migration remove_COLUMNNAME_from_TABLENAME COLUMNNAME:DATATYPE
</code></pre>

<p>for example to remove the column access_level(string) from table users:</p>

<pre><code>rails generate migration remove_access_level_from_users access_level:string
</code></pre>

<p>and then run:</p>

<pre><code>rake db:migrate
</code></pre>
","5620542","","","","","2016-08-24 09:11:40","","","","0","","",""
